index,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
8603,CHEMBL3357637,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,3.77,active
8604,CHEMBL3357635,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,14.5,active
8605,CHEMBL3357634,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,6.67,active
8608,CHEMBL3357655,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,5.0,active
8610,CHEMBL3357653,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,11.2,active
8612,CHEMBL3357651,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,9.5,active
8614,CHEMBL3352869,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,1.3,active
8616,CHEMBL3357648,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,39.2,active
8618,CHEMBL3357646,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCCCC1,2.55,active
8620,CHEMBL3357644,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1,0.3,active
8626,CHEMBL3357638,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,0.89,active
8628,CHEMBL3357636,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,0.67,active
8631,CHEMBL3343366,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccc(F)cc5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCCC1,10000.0,inactive
8632,CHEMBL3356117,CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1,50000.0,inactive
8634,CHEMBL3325480,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,16700.0,inactive
8635,CHEMBL3325479,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,200.0,active
8636,CHEMBL3325478,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,7000.0,intermediate
8637,CHEMBL3325477,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,90.0,active
8638,CHEMBL3325476,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,8100.0,intermediate
8639,CHEMBL3325475,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,1300.0,intermediate
8640,CHEMBL3325474,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,4300.0,intermediate
8641,CHEMBL3325473,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,1100.0,intermediate
8642,CHEMBL3325472,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,18300.0,inactive
8643,CHEMBL3325471,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,5400.0,intermediate
8644,CHEMBL3325470,Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,10400.0,inactive
8645,CHEMBL3327179,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,4800.0,intermediate
8647,CHEMBL3344221,CN(C)[C@@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,30.4,active
8648,CHEMBL3344220,CS(=O)(=O)C[C@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,13.5,active
8649,CHEMBL3344219,CCCCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,110.2,active
8650,CHEMBL3344218,CCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,92.8,active
8651,CHEMBL3344217,CCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,89.6,active
8652,CHEMBL3344216,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,4.1,active
8653,CHEMBL3344215,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10.8,active
8654,CHEMBL3344214,CS(=O)(=O)CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,28.7,active
8655,CHEMBL3344213,CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,39.2,active
8656,CHEMBL3344212,CS(=O)(=O)CC(NC1CCCCC1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,77.2,active
8657,CHEMBL3344211,CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,14.7,active
8658,CHEMBL3344208,CN(C)C(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.8,active
8659,CHEMBL3344210,CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,34.8,active
8660,CHEMBL3344209,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,17.6,active
8661,CHEMBL3343621,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,10000.0,inactive
8662,CHEMBL3339360,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,100000.0,inactive
8663,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2990.0,intermediate
8664,CHEMBL3393072,O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br,8490.0,intermediate
8665,CHEMBL1365395,Cc1ccc2c(C)nc(Nc3nc(O)cc(CSc4nnnn4-c4ccccc4)n3)nc2c1,3920.0,intermediate
8666,CHEMBL3397275,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,1210.0,intermediate
8667,CHEMBL3397276,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,950.0,active
8670,CHEMBL3403513,Cc1nc(N(C)c2ccc3c(c2)CCO3)c2cc(C)oc2n1,226.4,active
8671,CHEMBL3403512,Cc1nc(N(C)c2ccc3c(c2)OCO3)c2cc(C)oc2n1,298.2,active
8672,CHEMBL3403511,COc1cc(N(C)c2nc(C)nc3oc(C)cc23)cc(OC)c1OC,500.0,active
8673,CHEMBL3403510,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1OC,90.3,active
8674,CHEMBL3403509,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)c(OC)c1,162.3,active
8675,CHEMBL3403514,Cc1nc(N(C)c2ccc3occc3c2)c2cc(C)oc2n1,306.6,active
8676,CHEMBL3403515,COc1ccc2c(c1)CCN2c1nc(C)nc2oc(C)cc12,103.2,active
8677,CHEMBL3403516,COc1ccc2c(ccn2-c2nc(C)nc3oc(C)cc23)c1,500.0,active
8678,CHEMBL3403517,COc1ccc2c(c1)CCCN2c1nc(C)nc2oc(C)cc12,3.4,active
8679,CHEMBL3403518,Cc1nc(N(C)c2ccc(OC(C)C)cc2)c2cc(C)oc2n1,102.2,active
8680,CHEMBL3403519,CCOc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,500.0,active
8684,CHEMBL3400291,Cc1c(Cc2cccc(N(C)S(=O)(=O)CCCNCCCCCC(=O)N3CCN(c4nc(N5CCOCC5)nc(-n5c(C(F)F)nc6ccccc65)n4)CC3)c2)c(=O)oc2cc(OC(=O)N(C)C)ccc12,10000.0,inactive
8685,CHEMBL3409484,CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,25.0,active
8686,CHEMBL3409483,[O-][S+]1CCN(Cc2ccc(-c3cc4c(Nc5ccc(OCc6cccc(F)c6)cc5)ncnc4cn3)o2)CC1,23.0,active
8687,CHEMBL3409482,CN(CCO)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,36.0,active
8689,CHEMBL3417489,O=c1ccc(-n2ccc3ccc(F)cc32)nn1CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,1000.0,active
8691,CHEMBL3416636,Nc1cnc(C#Cc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cn1,372.0,active
8692,CHEMBL3416635,Fc1cccc(COc2ccc(Nc3ncnc4sc(C#CC5CCCN5)cc34)cc2Cl)c1,109.0,active
8693,CHEMBL3416634,C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,71.0,active
8694,CHEMBL3416633,C[C@H](N)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,69.0,active
8697,CHEMBL3416632,O=C(c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)cc1)N1CCN(CCO)CC1,5000.0,intermediate
8698,CHEMBL3416631,OCCN1CCN(Cc2ccc(-c3cc4c(N[C@H](CO)c5ccccc5)ncnc4s3)cc2)CC1,600.0,active
8699,CHEMBL3416630,OC[C@@H](Nc1ncnc2sc(-c3ccc(CN4CCNCC4)cc3)cc12)c1ccccc1,600.0,active
8700,CHEMBL3416629,C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,26.0,active
8701,CHEMBL3416628,O=C(Nc1ccc(CN2CCCC2)cc1)c1sc2ncnc3c2c1NC(=O)N3c1ccc(F)c(Cl)c1,7.0,active
8703,CHEMBL3416627,COc1ccccc1-c1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,220.0,active
8704,CHEMBL3416626,C#Cc1cccc(Nc2ncnc3sc(-c4ccccc4OC)cc23)c1,18.0,active
8705,CHEMBL3416625,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.0,active
8706,CHEMBL3416624,COc1ccccc1-c1cc2c(Nc3ccccc3)ncnc2s1,173.0,active
8707,CHEMBL3416623,COc1ccccc1-c1cc2c(N[C@H](C)c3cccs3)ncnc2s1,55.0,active
8708,CHEMBL3416622,COc1ccccc1-c1cc2c(NCc3cccs3)ncnc2s1,170.0,active
8709,CHEMBL3416437,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccn3)ncnc2s1,153.0,active
8710,CHEMBL3414594,COc1ccccc1-c1cc2c(NCc3ccccn3)ncnc2s1,183.0,active
8711,CHEMBL3416598,COc1ccccc1-c1cc2c(NCc3cccnc3)ncnc2s1,275.0,active
8712,CHEMBL3416597,COc1ccccc1-c1cc2c(NCc3ccncc3)ncnc2s1,108.0,active
8713,CHEMBL3416596,COc1ccccc1-c1cc2c(N[C@H](C)c3ccc(F)cc3)ncnc2s1,27.0,active
8714,CHEMBL3416595,COC[C@@H](Nc1ncnc2sc(-c3ccccc3OC)cc12)c1ccccc1,23.0,active
8715,CHEMBL3416594,COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,8.0,active
8716,CHEMBL3416593,COc1ccccc1-c1cc2c(N[C@@H](CO)c3ccccc3)ncnc2s1,629.0,active
8717,CHEMBL3416592,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,1.0,active
8718,CHEMBL3416591,COc1ccccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,19.0,active
8719,CHEMBL3416590,COc1ccccc1-c1cc2c(N[C@@H](C)c3ccccc3)ncnc2s1,1860.0,intermediate
8720,CHEMBL3416447,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.0,active
8721,CHEMBL3416446,COc1ccccc1-c1cc2c(NCc3ccccc3)ncnc2s1,17.0,active
8726,CHEMBL3416441,Fc1cccc(COc2ccc(Nc3ncnc4sc(Br)cc34)cc2Cl)c1,257.0,active
8727,CHEMBL3416440,Brc1cc2c(Nc3cccc(OCc4ccccc4)c3)ncnc2s1,10000.0,inactive
8728,CHEMBL3416439,C#Cc1cccc(Nc2ncnc3sc(Br)cc23)c1,23.0,active
8729,CHEMBL3416438,Fc1ccc(Nc2ncnc3sc(Br)cc23)cc1Cl,53.0,active
8730,CHEMBL3416621,Brc1cc2c(Nc3ccccc3)ncnc2s1,80.0,active
8731,CHEMBL3416620,C[C@@H](Nc1ncnc2sc(Br)cc12)c1cccs1,415.0,active
8732,CHEMBL3416619,Brc1cc2c(NCc3cccs3)ncnc2s1,1374.0,intermediate
8734,CHEMBL3416617,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccn1,2079.0,intermediate
8735,CHEMBL3416616,Brc1cc2c(NCc3ccccn3)ncnc2s1,7904.0,intermediate
8736,CHEMBL3416615,Brc1cc2c(NCc3cccnc3)ncnc2s1,10000.0,inactive
8737,CHEMBL3416614,Brc1cc2c(NCc3ccncc3)ncnc2s1,3883.0,intermediate
8739,CHEMBL3416612,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccc(F)cc1,150.0,active
8743,CHEMBL3416608,CC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,183.0,active
8744,CHEMBL3416607,COC[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000.0,inactive
8745,CHEMBL3416606,COC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,262.0,active
8746,CHEMBL3416605,OCC(Nc1ncnc2sc(Br)cc12)c1ccccc1,83.0,active
8747,CHEMBL3416604,OC[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000.0,inactive
8748,CHEMBL3416603,OC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,36.0,active
8749,CHEMBL3416602,CC(Nc1ncnc2sc(Br)cc12)c1ccccc1,156.0,active
8750,CHEMBL3416601,C[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000.0,inactive
8751,CHEMBL3416600,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,38.0,active
8752,CHEMBL3416599,Brc1cc2c(NCc3ccccc3)ncnc2s1,241.0,active
8753,CHEMBL3426225,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,3518.0,intermediate
8754,CHEMBL3425655,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(F)cc3)c2)n1,7000.0,intermediate
8755,CHEMBL3425656,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(SC)cc3)c2)n1,4800.0,intermediate
8756,CHEMBL3425657,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc([N+](=O)[O-])cc3)c2)n1,10000.0,inactive
8757,CHEMBL3425658,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1,10000.0,inactive
8758,CHEMBL3425659,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(N(C)C)cc3)c2)n1,10000.0,inactive
8759,CHEMBL3425660,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(C#N)cc3)c2)n1,10000.0,inactive
8760,CHEMBL3425661,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1,8700.0,intermediate
8761,CHEMBL3425662,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1,10000.0,inactive
8762,CHEMBL3425663,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cnc[nH]3)c2)n1,10000.0,inactive
8763,CHEMBL3425664,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CC3)c2)n1,7200.0,intermediate
8764,CHEMBL3425665,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)C)c2)n1,10000.0,inactive
8765,CHEMBL3425666,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)(C)C)c2)n1,10000.0,inactive
8766,CHEMBL3425667,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CCCC3)c2)n1,10000.0,inactive
8767,CHEMBL3425668,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(F)cc3)C(F)(F)F)c2)n1,10000.0,inactive
8768,CHEMBL3425669,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(N(C)C)cc3)C(F)(F)F)c2)n1,10000.0,inactive
8769,CHEMBL3425670,COc1ccc(/C=C(/C(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)C(F)(F)F)cc1,10000.0,inactive
8770,CHEMBL3425671,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(C)=O)c2)n1,10000.0,inactive
8771,CHEMBL3425672,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/C3CC3)c2)n1,5600.0,intermediate
8772,CHEMBL3425673,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCC3CC3)c2)n1,10000.0,inactive
8814,CHEMBL3586189,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(-c2ccccc2)cc1,13200.0,inactive
8815,CHEMBL3586185,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Cl)cc1,7600.0,intermediate
8816,CHEMBL3586179,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1,9800.0,intermediate
8817,CHEMBL3586178,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1Cl,7400.0,intermediate
8818,CHEMBL3586177,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccc(Br)n1,3100.0,intermediate
8819,CHEMBL3586176,Cc1cccc(/C=C2/SC(N3CCC[C@H]3C(=O)Nc3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)=NC2=O)n1,6500.0,intermediate
8820,CHEMBL3586175,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Br)s1,31400.0,inactive
8821,CHEMBL3586174,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccs1,8100.0,intermediate
8823,CHEMBL3594105,COc1cc2c(Oc3ccc(NC(=O)c4[nH]c(=O)n(-c5ccccc5Cl)c4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,100000.0,inactive
8824,CHEMBL3593777,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,1000.0,active
8825,CHEMBL3601223,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,409.0,active
8826,CHEMBL3604925,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,10000.0,inactive
8827,CHEMBL3604926,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccccc3[N+](=O)[O-])n2)n[nH]1,10000.0,inactive
8828,CHEMBL3604927,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc([N+](=O)[O-])c3)n2)n[nH]1,3900.0,intermediate
8829,CHEMBL3604928,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,10000.0,inactive
8830,CHEMBL3604929,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc(N)c3)n2)n[nH]1,10000.0,inactive
8831,CHEMBL3604930,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(N)cc3)n2)n[nH]1,10000.0,inactive
8832,CHEMBL3604931,C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,10000.0,inactive
8833,CHEMBL3604932,CCC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,10000.0,inactive
8834,CHEMBL3604933,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
8835,CHEMBL3604934,CCC(=O)Nc1cccc(Oc2nc(Nc3cc[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
8836,CHEMBL3604935,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/CN(C)C)cc3)n2)n[nH]1,1700.0,intermediate
8837,CHEMBL3604936,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/C(F)(F)F)cc3)n2)n[nH]1,2000.0,intermediate
8838,CHEMBL3604937,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,1700.0,intermediate
8839,CHEMBL3604938,CCC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
8840,CHEMBL3604939,CN(C)C/C=C/C(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,6700.0,intermediate
8841,CHEMBL3604940,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccc(Br)cc34)cc(N3CCN(C)CC3)n2)c1,2900.0,intermediate
8842,CHEMBL3604941,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C(C)=O)CC3)n2)c1,3600.0,intermediate
8843,CHEMBL3604943,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,2.0,active
8844,CHEMBL3545308,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,2.0,active
8847,CHEMBL3604916,CCC(=O)Nc1ccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,10000.0,inactive
8848,CHEMBL3604917,C=CC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,900.0,active
8849,CHEMBL3604918,CCC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,10000.0,inactive
8850,CHEMBL3604920,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1,900.0,active
8851,CHEMBL3604921,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
8852,CHEMBL3604922,C=CC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,3100.0,intermediate
8853,CHEMBL3604923,CCC(=O)Nc1ccccc1Oc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1,10000.0,inactive
8854,CHEMBL3604924,CCC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
8855,CHEMBL3604915,CCC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,3700.0,intermediate
8856,CHEMBL3604914,CCC(=O)Nc1ccccc1-c1nc(Nc2cc[nH]n2)c2ccccc2n1,10000.0,inactive
8857,CHEMBL3604913,C=CC(=O)Nc1ccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,10000.0,inactive
8858,CHEMBL3604912,C=CC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,1100.0,intermediate
8859,CHEMBL3604911,C=CC(=O)Nc1ccccc1-c1nc(Nc2cc[nH]n2)c2ccccc2n1,10000.0,inactive
8860,CHEMBL3604910,CCC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,10000.0,inactive
8861,CHEMBL1232944,C=CC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,10000.0,inactive
8862,CHEMBL3604942,C=CC(=O)Nc1cccc(-c2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,10000.0,inactive
